district_ID,poi-1,poi-1#1,poi-1#10,poi-1#11,poi-1#2,poi-1#3,poi-1#4,poi-1#5,poi-1#6,poi-1#7,poi-1#8,poi-1#9,poi-10#1,poi-11,poi-11#1,poi-11#2,poi-11#3,poi-11#4,poi-11#5,poi-11#6,poi-11#7,poi-11#8,poi-12,poi-13#1,poi-13#2,poi-13#4,poi-13#5,poi-13#6,poi-13#8,poi-14,poi-14#1,poi-14#10,poi-14#2,poi-14#3,poi-14#4,poi-14#5,poi-14#6,poi-14#7,poi-14#8,poi-14#9,poi-15,poi-15#1,poi-15#2,poi-15#3,poi-15#4,poi-15#5,poi-15#6,poi-15#7,poi-15#8,poi-16,poi-16#1,poi-16#10,poi-16#11,poi-16#12,poi-16#2,poi-16#3,poi-16#4,poi-16#5,poi-16#6,poi-16#8,poi-16#9,poi-17,poi-17#1
49,83.0,0.0,0.0,83.0,0.0,0.0,0.0,498.0,581.0,0.0,83.0,0.0,0.0,166.0,0.0,0.0,83.0,913.0,0.0,581.0,249.0,1826.0,0.0,0.0,0.0,166.0,332.0,498.0,83.0,83.0,0.0,83.0,0.0,249.0,0.0,0.0,83.0,0.0,0.0,0.0,664.0,0.0,1079.0,1909.0,83.0,0.0,830.0,166.0,0.0,332.0,0.0,166.0,0.0,664.0,83.0,249.0,415.0,166.0,0.0,415.0,0.0,83.0,0.0
52,249.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,166.0,0.0,83.0,0.0,664.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,249.0,498.0,0.0,0.0,166.0,0.0,0.0,249.0,0.0,0.0,0.0,581.0,0.0,249.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0
65,166.0,83.0,0.0,249.0,83.0,0.0,0.0,415.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,0.0,166.0,83.0,3984.0,0.0,0.0,0.0,664.0,415.0,83.0,0.0,83.0,0.0,0.0,83.0,332.0,0.0,0.0,415.0,0.0,0.0,0.0,1245.0,83.0,498.0,2158.0,249.0,0.0,415.0,581.0,0.0,2490.0,0.0,249.0,83.0,2075.0,83.0,830.0,1577.0,0.0,83.0,166.0,0.0,0.0,0.0
30,83.0,0.0,0.0,332.0,166.0,166.0,83.0,1411.0,166.0,83.0,415.0,83.0,0.0,332.0,83.0,249.0,0.0,2158.0,83.0,747.0,83.0,3818.0,0.0,0.0,0.0,1079.0,332.0,83.0,0.0,664.0,0.0,83.0,0.0,0.0,0.0,0.0,830.0,2407.0,0.0,0.0,1079.0,0.0,332.0,1494.0,0.0,0.0,249.0,166.0,0.0,1162.0,0.0,913.0,0.0,996.0,166.0,332.0,830.0,0.0,0.0,83.0,0.0,249.0,0.0
8,6142.0,664.0,830.0,4980.0,1660.0,249.0,415.0,21082.0,83.0,166.0,11703.0,83.0,0.0,22161.0,3735.0,14193.0,13031.0,70052.0,2324.0,29880.0,6142.0,60258.0,0.0,0.0,0.0,65321.0,0.0,83.0,5976.0,1909.0,0.0,830.0,83.0,1245.0,0.0,0.0,996.0,415.0,581.0,581.0,14193.0,332.0,8715.0,14193.0,996.0,0.0,6889.0,4316.0,249.0,12616.0,166.0,24983.0,15936.0,2822.0,581.0,747.0,8300.0,0.0,0.0,83.0,0.0,2324.0,332.0
44,0.0,0.0,0.0,332.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,581.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0,332.0,0.0,664.0,913.0,0.0,0.0,83.0,0.0,83.0,1577.0,0.0,747.0,498.0,332.0,83.0,83.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0
22,332.0,0.0,0.0,581.0,664.0,0.0,83.0,1826.0,0.0,0.0,1909.0,0.0,0.0,2158.0,415.0,830.0,581.0,4316.0,498.0,2158.0,498.0,9545.0,0.0,0.0,0.0,5976.0,166.0,166.0,1162.0,83.0,0.0,166.0,0.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,2822.0,0.0,664.0,1992.0,166.0,0.0,2739.0,996.0,0.0,2656.0,166.0,4399.0,3071.0,830.0,0.0,581.0,4814.0,0.0,83.0,0.0,249.0,498.0,0.0
34,0.0,0.0,83.0,581.0,166.0,83.0,0.0,249.0,83.0,0.0,166.0,83.0,0.0,2905.0,166.0,0.0,415.0,2822.0,83.0,1328.0,249.0,6889.0,0.0,0.0,0.0,1826.0,166.0,166.0,0.0,166.0,0.0,83.0,0.0,83.0,0.0,0.0,83.0,0.0,166.0,0.0,664.0,0.0,498.0,332.0,0.0,0.0,498.0,664.0,0.0,498.0,0.0,664.0,166.0,1162.0,0.0,166.0,830.0,0.0,0.0,166.0,0.0,332.0,0.0
1,2739.0,498.0,498.0,3984.0,1909.0,0.0,83.0,8051.0,83.0,0.0,4814.0,0.0,0.0,17347.0,332.0,4731.0,8798.0,43243.0,1577.0,18426.0,3901.0,40836.0,0.0,0.0,0.0,36603.0,83.0,83.0,6474.0,332.0,0.0,498.0,0.0,415.0,0.0,0.0,0.0,166.0,0.0,0.0,3652.0,0.0,1743.0,2822.0,83.0,0.0,2573.0,1826.0,83.0,5478.0,0.0,8134.0,6474.0,3071.0,0.0,332.0,7221.0,166.0,0.0,0.0,249.0,1411.0,83.0
20,498.0,0.0,83.0,664.0,83.0,83.0,83.0,2241.0,0.0,0.0,1245.0,166.0,0.0,3901.0,415.0,913.0,332.0,8881.0,166.0,3071.0,415.0,8300.0,0.0,0.0,0.0,5395.0,0.0,0.0,664.0,1743.0,0.0,83.0,83.0,166.0,0.0,0.0,913.0,3071.0,83.0,0.0,1577.0,0.0,830.0,2407.0,166.0,0.0,1079.0,498.0,0.0,2822.0,0.0,4897.0,5810.0,1826.0,166.0,332.0,3901.0,0.0,0.0,0.0,249.0,166.0,0.0
7,3735.0,166.0,83.0,1577.0,1660.0,996.0,664.0,8715.0,0.0,332.0,3984.0,249.0,0.0,10873.0,7968.0,10956.0,9545.0,41334.0,8300.0,11371.0,3818.0,41832.0,0.0,0.0,0.0,50713.0,0.0,0.0,17015.0,5478.0,249.0,332.0,0.0,830.0,83.0,0.0,3735.0,26311.0,747.0,1245.0,10292.0,83.0,8217.0,10458.0,415.0,0.0,6225.0,2490.0,83.0,6308.0,83.0,25481.0,6806.0,2822.0,166.0,415.0,5976.0,0.0,0.0,0.0,0.0,996.0,0.0
19,415.0,0.0,0.0,1079.0,747.0,166.0,83.0,2407.0,0.0,0.0,1079.0,0.0,0.0,3320.0,166.0,664.0,913.0,7968.0,166.0,2822.0,581.0,11205.0,0.0,0.0,0.0,6308.0,249.0,249.0,830.0,83.0,0.0,249.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,0.0,1577.0,1660.0,166.0,0.0,664.0,166.0,83.0,3237.0,83.0,4980.0,332.0,747.0,0.0,498.0,2075.0,0.0,0.0,0.0,332.0,913.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0
17,166.0,0.0,0.0,498.0,166.0,0.0,83.0,664.0,83.0,0.0,83.0,0.0,0.0,996.0,0.0,332.0,83.0,2905.0,0.0,1079.0,332.0,5395.0,0.0,0.0,0.0,1494.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.0,332.0,0.0,0.0,0.0,1328.0,0.0,332.0,1909.0,83.0,0.0,415.0,498.0,0.0,1328.0,0.0,332.0,664.0,1660.0,0.0,249.0,1826.0,0.0,0.0,0.0,0.0,166.0,0.0
37,2656.0,166.0,332.0,2822.0,1079.0,83.0,249.0,10458.0,0.0,166.0,2739.0,83.0,0.0,13363.0,1826.0,4482.0,6557.0,42828.0,1494.0,12782.0,3486.0,33781.0,83.0,0.0,0.0,18343.0,83.0,83.0,498.0,249.0,0.0,249.0,83.0,415.0,0.0,0.0,249.0,83.0,83.0,166.0,3735.0,83.0,3320.0,4814.0,249.0,0.0,3154.0,1494.0,166.0,5312.0,0.0,11371.0,10209.0,3403.0,0.0,581.0,4980.0,0.0,0.0,83.0,0.0,1411.0,83.0
4,332.0,83.0,83.0,1162.0,415.0,0.0,166.0,2573.0,0.0,0.0,913.0,0.0,0.0,3237.0,498.0,1826.0,1826.0,6640.0,249.0,4067.0,996.0,11786.0,83.0,0.0,0.0,2822.0,415.0,332.0,415.0,581.0,0.0,249.0,83.0,83.0,0.0,0.0,415.0,1328.0,83.0,996.0,1245.0,0.0,830.0,2407.0,0.0,0.0,747.0,332.0,0.0,1494.0,0.0,3403.0,1328.0,2656.0,166.0,0.0,2075.0,0.0,0.0,332.0,0.0,498.0,0.0
9,747.0,332.0,0.0,996.0,747.0,166.0,83.0,3486.0,249.0,249.0,830.0,415.0,0.0,3486.0,2407.0,2158.0,2407.0,11371.0,332.0,5063.0,1079.0,11205.0,0.0,0.0,0.0,4731.0,166.0,166.0,415.0,664.0,0.0,166.0,0.0,0.0,0.0,0.0,498.0,2905.0,332.0,166.0,1494.0,83.0,1245.0,2656.0,0.0,0.0,1577.0,83.0,0.0,249.0,0.0,3901.0,4233.0,1826.0,0.0,166.0,2988.0,0.0,0.0,166.0,0.0,415.0,166.0
57,83.0,83.0,83.0,996.0,249.0,83.0,0.0,1660.0,83.0,0.0,166.0,0.0,0.0,3569.0,332.0,1245.0,1162.0,6142.0,498.0,3569.0,1162.0,12367.0,0.0,0.0,0.0,5146.0,0.0,0.0,83.0,166.0,0.0,332.0,166.0,166.0,0.0,0.0,166.0,498.0,83.0,0.0,2573.0,0.0,1494.0,3071.0,166.0,0.0,1162.0,664.0,0.0,3818.0,83.0,415.0,166.0,249.0,0.0,166.0,1245.0,0.0,0.0,0.0,0.0,581.0,0.0
64,747.0,249.0,0.0,1660.0,581.0,0.0,83.0,3652.0,166.0,0.0,1162.0,166.0,0.0,2656.0,332.0,581.0,1328.0,8632.0,332.0,2822.0,581.0,13031.0,0.0,0.0,0.0,6391.0,0.0,0.0,166.0,498.0,0.0,0.0,166.0,332.0,0.0,0.0,166.0,332.0,83.0,0.0,1494.0,83.0,2158.0,4233.0,249.0,0.0,1577.0,415.0,0.0,4814.0,83.0,1992.0,83.0,415.0,83.0,332.0,0.0,0.0,0.0,0.0,0.0,1162.0,0.0
54,581.0,83.0,83.0,498.0,498.0,249.0,83.0,2407.0,0.0,0.0,1411.0,83.0,0.0,2739.0,83.0,747.0,1328.0,3818.0,249.0,2158.0,581.0,7221.0,0.0,0.0,0.0,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,1494.0,83.0,581.0,1162.0,83.0,0.0,581.0,581.0,0.0,2158.0,83.0,1577.0,0.0,166.0,0.0,332.0,332.0,0.0,0.0,0.0,0.0,249.0,0.0
45,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,4067.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,498.0,0.0,83.0,415.0,1328.0,0.0,83.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
42,996.0,83.0,83.0,2324.0,498.0,249.0,83.0,11122.0,83.0,83.0,2324.0,0.0,0.0,7885.0,332.0,664.0,996.0,19588.0,249.0,4814.0,1992.0,23655.0,0.0,0.0,0.0,6889.0,83.0,249.0,664.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0,498.0,0.0,166.0,0.0,2324.0,83.0,913.0,3154.0,581.0,0.0,1992.0,1245.0,166.0,7387.0,83.0,3486.0,3984.0,1909.0,0.0,581.0,3652.0,0.0,0.0,166.0,249.0,1743.0,0.0
58,249.0,0.0,83.0,0.0,83.0,0.0,0.0,498.0,83.0,83.0,249.0,0.0,0.0,747.0,0.0,0.0,0.0,913.0,0.0,166.0,83.0,2407.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,249.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,332.0,0.0,498.0,664.0,0.0,0.0,166.0,0.0,0.0,415.0,0.0,166.0,0.0,664.0,0.0,249.0,664.0,0.0,0.0,0.0,0.0,83.0,0.0
36,83.0,0.0,0.0,581.0,0.0,83.0,0.0,332.0,0.0,0.0,415.0,0.0,0.0,1245.0,0.0,0.0,249.0,4565.0,0.0,1079.0,415.0,3569.0,0.0,0.0,0.0,4067.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,332.0,166.0,0.0,0.0,83.0,83.0,0.0,166.0,0.0,166.0,1245.0,83.0,0.0,166.0,166.0,0.0,0.0,0.0,0.0,83.0,0.0
51,10790.0,1079.0,332.0,5395.0,6557.0,2988.0,1411.0,36686.0,0.0,747.0,19920.0,166.0,0.0,42496.0,11537.0,28967.0,32287.0,132302.0,8300.0,58847.0,6889.0,98355.0,0.0,0.0,83.0,162597.0,83.0,581.0,25730.0,13446.0,0.0,747.0,498.0,3818.0,0.0,0.0,4150.0,12699.0,2075.0,2739.0,28801.0,249.0,30793.0,47144.0,2407.0,249.0,18924.0,12616.0,332.0,46397.0,249.0,61669.0,26477.0,2988.0,332.0,498.0,12782.0,0.0,249.0,0.0,415.0,6059.0,913.0
59,415.0,0.0,83.0,83.0,166.0,83.0,0.0,747.0,83.0,0.0,1162.0,0.0,0.0,498.0,166.0,83.0,249.0,664.0,0.0,166.0,332.0,2905.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,166.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,166.0,1245.0,83.0,0.0,249.0,498.0,0.0,1162.0,0.0,415.0,664.0,581.0,0.0,332.0,1494.0,0.0,0.0,0.0,0.0,83.0,0.0
15,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,0.0,166.0,0.0,0.0,249.0,0.0,83.0,0.0,0.0,0.0,249.0,0.0,415.0,0.0,0.0,0.0,415.0,0.0,0.0,166.0,664.0,0.0,166.0,0.0,83.0,581.0,0.0,0.0,4067.0,0.0,0.0,166.0,0.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,249.0,0.0,83.0,0.0,0.0,0.0,0.0
11,415.0,0.0,0.0,1660.0,166.0,83.0,83.0,3818.0,0.0,83.0,664.0,0.0,0.0,4316.0,0.0,166.0,249.0,7055.0,0.0,1660.0,498.0,12865.0,0.0,0.0,0.0,4399.0,83.0,83.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,1743.0,0.0,1245.0,2573.0,166.0,0.0,1245.0,830.0,83.0,4150.0,83.0,1328.0,332.0,1577.0,0.0,664.0,2324.0,0.0,0.0,0.0,0.0,332.0,0.0
61,913.0,83.0,332.0,415.0,249.0,83.0,83.0,581.0,166.0,166.0,747.0,0.0,0.0,1411.0,747.0,249.0,664.0,3154.0,166.0,1826.0,166.0,3818.0,0.0,0.0,0.0,1660.0,166.0,166.0,166.0,830.0,0.0,249.0,0.0,83.0,0.0,0.0,83.0,249.0,83.0,166.0,1162.0,0.0,913.0,1079.0,0.0,0.0,996.0,249.0,0.0,3071.0,0.0,996.0,332.0,581.0,0.0,249.0,1162.0,0.0,0.0,332.0,0.0,249.0,83.0
2,1245.0,83.0,0.0,2324.0,913.0,0.0,83.0,5644.0,166.0,0.0,747.0,0.0,0.0,3984.0,664.0,2573.0,747.0,15189.0,498.0,4316.0,1162.0,21912.0,0.0,0.0,0.0,6640.0,249.0,0.0,83.0,83.0,0.0,166.0,0.0,166.0,0.0,0.0,166.0,166.0,83.0,0.0,3320.0,0.0,3071.0,6723.0,83.0,0.0,3735.0,996.0,0.0,8134.0,166.0,1577.0,249.0,415.0,0.0,498.0,1494.0,0.0,0.0,83.0,0.0,1162.0,0.0
53,166.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,249.0,0.0,166.0,0.0,415.0,0.0,332.0,83.0,2324.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,166.0,0.0,83.0,0.0,996.0,0.0,498.0,913.0,0.0,0.0,415.0,166.0,166.0,249.0,0.0,83.0,747.0,1328.0,0.0,166.0,1245.0,0.0,0.0,0.0,0.0,83.0,0.0
41,332.0,0.0,0.0,0.0,0.0,0.0,83.0,664.0,249.0,0.0,0.0,0.0,0.0,166.0,0.0,332.0,0.0,332.0,0.0,166.0,249.0,2573.0,0.0,0.0,0.0,581.0,83.0,0.0,0.0,83.0,0.0,0.0,166.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,166.0,664.0,1328.0,498.0,0.0,664.0,166.0,0.0,830.0,0.0,415.0,1162.0,1079.0,0.0,249.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1826.0,332.0,166.0,1743.0,2905.0,1245.0,166.0,10375.0,83.0,166.0,8217.0,0.0,0.0,9047.0,913.0,3154.0,4482.0,22493.0,1577.0,8549.0,1411.0,23655.0,0.0,0.0,0.0,16102.0,0.0,0.0,166.0,332.0,83.0,332.0,166.0,581.0,0.0,0.0,332.0,0.0,83.0,0.0,5478.0,83.0,3735.0,7138.0,415.0,0.0,4233.0,1411.0,83.0,14193.0,166.0,7304.0,6806.0,1826.0,0.0,332.0,9462.0,0.0,83.0,0.0,0.0,1494.0,0.0
32,0.0,0.0,0.0,581.0,83.0,0.0,0.0,747.0,166.0,0.0,249.0,0.0,0.0,83.0,83.0,0.0,0.0,581.0,0.0,498.0,0.0,1826.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,581.0,0.0,1079.0,1660.0,0.0,0.0,415.0,166.0,0.0,3154.0,0.0,581.0,0.0,332.0,83.0,166.0,2075.0,0.0,0.0,0.0,0.0,83.0,0.0
