UTC,weather,pm25,temp
1,1.0,177.0,276.65
2,1.0,177.0,276.15
3,1.0,177.0,276.15
4,1.0,177.0,276.15
5,1.0,177.0,276.15
6,1.0,177.0,276.15
7,1.0,177.0,276.15
8,1.0,177.0,276.15
9,1.0,177.0,276.15
10,1.0,177.0,276.15
11,1.0,206.0,276.15
12,1.0,206.0,276.15
13,1.0,206.0,276.15
14,1.0,206.0,276.15
15,1.0,206.0,276.15
16,1.0,206.0,276.15
17,1.0,206.0,276.15
18,1.0,205.0,276.15
19,1.0,205.0,276.15
20,1.0,205.0,276.15
21,1.0,205.0,276.15
22,1.0,205.0,276.15
23,1.0,195.0,276.15
24,1.0,195.0,276.15
25,1.0,195.0,276.15
26,1.0,195.0,276.15
27,1.0,195.0,276.15
28,1.0,195.0,276.15
29,1.0,195.0,276.15
30,1.0,184.0,276.15
31,1.0,184.0,276.15
32,1.0,184.0,276.15
33,1.0,184.0,275.65
34,1.0,184.0,275.15
35,1.0,184.0,275.15
36,1.0,184.0,275.15
37,1.0,184.0,275.15
38,1.0,184.0,275.15
39,1.0,184.0,275.15
40,1.0,184.0,275.15
41,1.0,181.0,275.15
42,1.0,181.0,275.15
43,1.0,181.0,275.15
44,1.0,181.0,275.15
45,1.0,181.0,275.15
46,1.0,181.0,275.15
47,8.0,175.0,275.15
48,8.0,175.0,275.15
49,8.0,175.0,275.15
50,8.0,175.0,275.15
51,8.0,175.0,275.65
52,8.0,175.0,276.15
53,8.0,178.0,276.15
54,8.0,178.0,276.15
55,8.0,178.0,276.15
56,8.0,178.0,276.15
57,8.0,178.0,276.15
58,8.0,178.0,276.65
59,2.0,186.0,277.15
60,2.0,186.0,277.15
61,2.0,186.0,277.65
62,2.0,186.0,278.15
63,2.0,186.0,278.15
64,2.0,186.0,278.15
65,2.0,205.0,278.15
66,2.0,205.0,278.15
67,2.0,205.0,279.15
68,2.0,205.0,279.15
69,2.0,205.0,280.15
70,2.0,205.0,280.15
71,2.0,205.0,280.15
72,2.0,229.0,280.65
73,2.0,229.0,281.15
74,2.0,229.0,281.15
75,2.0,229.0,281.15
76,2.0,229.0,282.15
77,2.0,232.0,282.15
78,2.0,232.0,282.15
79,2.0,232.0,283.15
80,2.0,232.0,283.15
81,2.0,232.0,283.15
82,2.0,232.0,283.65
83,2.0,214.0,284.15
84,2.0,214.0,284.15
85,2.0,214.0,284.15
86,2.0,214.0,284.15
87,2.0,214.0,284.65
88,2.0,214.0,285.15
89,2.0,189.0,285.15
90,2.0,189.0,285.15
91,2.0,189.0,285.15
92,9.0,189.0,285.15
93,2.0,189.0,285.15
94,2.0,189.0,285.15
95,2.0,168.0,285.65
96,2.0,168.0,285.65
97,2.0,168.0,285.15
98,2.0,168.0,285.15
99,2.0,168.0,285.15
100,2.0,168.0,285.15
101,2.0,168.0,285.15
102,2.0,154.0,284.15
103,2.0,154.0,284.15
104,2.0,154.0,284.15
105,2.0,154.0,283.15
106,2.0,154.0,283.15
107,2.0,146.0,283.15
108,2.0,146.0,283.15
109,2.0,146.0,282.65
110,2.0,146.0,283.15
111,2.0,146.0,283.15
112,2.0,146.0,282.15
113,2.0,153.0,282.15
114,2.0,153.0,282.15
115,2.0,153.0,282.15
116,2.0,153.0,282.15
117,2.0,153.0,282.15
118,2.0,153.0,282.15
119,2.0,141.0,282.15
120,2.0,141.0,281.15
121,2.0,141.0,282.15
122,2.0,141.0,281.65
123,2.0,141.0,281.15
124,2.0,141.0,281.15
125,2.0,141.0,281.15
126,2.0,133.0,281.15
127,2.0,133.0,281.15
128,3.0,133.0,281.15
129,2.0,133.0,281.15
130,2.0,133.0,281.15
131,2.0,128.0,281.15
132,2.0,128.0,281.15
133,2.0,128.0,281.15
134,2.0,128.0,281.15
135,2.0,128.0,281.15
136,2.0,128.0,281.15
137,2.0,126.0,281.15
138,2.0,126.0,281.15
139,2.0,126.0,281.15
140,2.0,126.0,281.15
141,2.0,126.0,281.15
142,2.0,126.0,281.15
143,2.0,131.0,281.15
144,2.0,131.0,281.15
145,2.0,131.0,281.15
146,2.0,131.0,281.15
147,2.0,131.0,281.15
148,2.0,131.0,281.15
149,2.0,140.0,281.15
150,2.0,140.0,281.15
151,2.0,140.0,281.15
152,2.0,140.0,281.15
153,2.0,140.0,281.15
154,2.0,140.0,281.15
155,2.0,163.0,281.15
156,2.0,163.0,281.15
157,2.0,163.0,281.15
158,2.0,163.0,281.15
159,2.0,163.0,281.15
160,2.0,163.0,281.15
161,2.0,173.0,281.15
162,2.0,173.0,281.15
163,2.0,173.0,281.15
164,2.0,173.0,281.15
165,2.0,173.0,281.15
166,2.0,173.0,281.15
167,2.0,179.0,281.15
168,2.0,179.0,281.15
169,2.0,179.0,281.15
170,2.0,179.0,281.15
171,2.0,179.0,281.15
172,2.0,179.0,281.15
173,2.0,179.0,281.15
174,2.0,179.0,281.15
175,2.0,179.0,281.15
176,2.0,179.0,281.15
177,2.0,179.0,280.65
178,2.0,179.0,280.15
179,2.0,179.0,280.15
180,2.0,174.0,280.15
181,2.0,174.0,280.15
182,2.0,174.0,280.15
183,2.0,174.0,280.15
184,2.0,174.0,280.15
185,2.0,170.0,280.15
186,2.0,170.0,280.15
187,2.0,170.0,280.15
188,2.0,170.0,280.15
189,2.0,170.0,280.15
190,2.0,170.0,280.15
191,2.0,166.0,279.65
192,2.0,166.0,279.65
193,2.0,166.0,280.15
194,2.0,166.0,280.15
195,2.0,166.0,280.15
196,2.0,166.0,280.15
197,2.0,160.0,280.65
198,2.0,160.0,281.15
199,2.0,160.0,281.15
200,2.0,160.0,281.15
201,2.0,160.0,281.65
202,2.0,160.0,282.15
203,2.0,160.0,282.15
204,2.0,160.0,282.15
205,3.0,160.0,282.15
206,3.0,160.0,283.15
207,3.0,160.0,283.65
208,3.0,160.0,284.15
209,3.0,161.0,285.15
210,3.0,161.0,285.15
211,3.0,161.0,285.15
212,3.0,161.0,285.65
213,3.0,161.0,286.15
214,3.0,161.0,286.65
215,3.0,167.0,287.15
216,3.0,167.0,287.15
217,3.0,167.0,288.15
218,9.0,167.0,288.15
219,2.0,167.0,288.15
220,2.0,167.0,288.15
221,2.0,156.0,288.15
222,2.0,156.0,288.15
223,2.0,156.0,288.15
224,2.0,156.0,288.15
225,2.0,156.0,288.15
226,2.0,156.0,288.15
227,2.0,142.0,288.15
228,2.0,142.0,289.15
229,2.0,142.0,289.15
230,2.0,142.0,289.15
231,2.0,142.0,289.15
232,2.0,142.0,289.15
233,2.0,142.0,289.15
234,2.0,114.0,289.15
235,2.0,114.0,289.15
236,9.0,114.0,289.65
237,2.0,114.0,290.15
238,2.0,114.0,290.15
239,2.0,103.0,290.65
240,2.0,103.0,290.65
241,2.0,103.0,290.15
242,2.0,103.0,290.15
243,2.0,103.0,290.15
244,2.0,103.0,290.15
245,2.0,91.0,289.65
246,2.0,91.0,289.15
247,2.0,91.0,288.65
248,2.0,91.0,288.15
249,2.0,91.0,288.15
250,2.0,91.0,287.15
251,2.0,85.0,287.15
252,2.0,85.0,286.65
253,2.0,85.0,287.15
254,9.0,85.0,287.15
255,2.0,85.0,286.65
256,2.0,85.0,286.65
257,2.0,86.0,286.65
258,2.0,86.0,286.15
259,2.0,86.0,286.15
260,2.0,86.0,286.15
261,2.0,86.0,286.15
262,2.0,86.0,286.15
263,2.0,100.0,286.15
264,2.0,100.0,285.15
265,2.0,100.0,286.15
266,2.0,100.0,285.65
267,2.0,100.0,285.15
268,2.0,100.0,285.15
269,2.0,118.0,284.65
270,2.0,118.0,284.65
271,2.0,118.0,285.15
272,3.0,118.0,284.15
273,2.0,118.0,284.15
274,2.0,118.0,284.15
275,2.0,131.0,284.15
276,2.0,131.0,284.15
277,4.0,131.0,284.15
278,4.0,131.0,284.15
279,4.0,131.0,284.15
280,4.0,131.0,284.15
281,4.0,146.0,283.65
282,4.0,146.0,283.15
283,4.0,146.0,283.15
284,4.0,146.0,283.65
285,4.0,146.0,283.65
286,4.0,146.0,283.15
287,4.0,151.0,283.15
288,4.0,151.0,283.15
289,4.0,151.0,283.15
290,4.0,151.0,283.15
291,4.0,151.0,283.15
292,4.0,151.0,283.15
293,4.0,147.0,283.15
294,4.0,147.0,283.15
295,4.0,147.0,283.15
296,4.0,147.0,283.15
297,4.0,147.0,283.15
298,4.0,147.0,283.15
299,4.0,161.0,283.15
300,4.0,161.0,283.15
301,4.0,161.0,283.15
302,4.0,161.0,283.15
303,4.0,161.0,283.15
304,4.0,161.0,283.15
305,4.0,155.0,283.15
306,4.0,155.0,283.15
307,4.0,155.0,283.15
308,4.0,155.0,283.15
309,4.0,155.0,283.15
310,4.0,155.0,283.15
311,4.0,155.0,283.15
312,4.0,155.0,283.15
313,4.0,155.0,283.15
314,4.0,155.0,283.15
315,4.0,155.0,283.15
316,4.0,155.0,283.15
317,4.0,155.0,283.15
318,4.0,148.0,283.15
319,4.0,148.0,283.15
320,4.0,148.0,283.15
321,4.0,148.0,283.15
322,4.0,148.0,283.15
323,4.0,145.0,282.65
324,4.0,145.0,282.15
325,4.0,145.0,282.15
326,4.0,145.0,282.15
327,4.0,145.0,282.15
328,4.0,145.0,282.15
329,4.0,145.0,282.15
330,4.0,142.0,282.15
331,2.0,142.0,282.15
332,2.0,142.0,282.15
333,2.0,142.0,282.15
334,2.0,142.0,282.15
335,2.0,142.0,282.15
336,2.0,139.0,282.15
337,2.0,139.0,282.15
338,2.0,139.0,282.15
339,2.0,139.0,282.15
340,2.0,139.0,282.15
341,2.0,140.0,282.65
342,2.0,140.0,283.15
343,2.0,140.0,283.15
344,3.0,140.0,283.15
345,2.0,140.0,284.15
346,2.0,140.0,284.15
347,2.0,143.0,284.15
348,2.0,143.0,284.65
349,2.0,143.0,286.15
350,2.0,143.0,286.15
351,2.0,143.0,286.15
352,2.0,143.0,286.65
353,2.0,143.0,287.15
354,2.0,146.0,287.15
355,2.0,146.0,287.15
356,2.0,146.0,287.65
357,2.0,146.0,288.15
358,2.0,146.0,288.15
359,2.0,159.0,289.15
360,2.0,159.0,289.15
361,2.0,159.0,289.15
362,2.0,159.0,289.65
363,2.0,159.0,290.15
364,2.0,159.0,290.15
365,2.0,167.0,290.15
366,2.0,167.0,290.15
367,2.0,167.0,290.15
368,2.0,167.0,290.15
369,2.0,167.0,290.15
370,2.0,167.0,291.15
371,2.0,167.0,291.15
372,2.0,167.0,291.15
373,2.0,167.0,291.15
374,2.0,167.0,291.65
375,2.0,167.0,292.15
376,2.0,152.0,292.15
377,2.0,130.0,292.15
378,2.0,130.0,292.15
379,2.0,130.0,292.15
380,2.0,130.0,292.15
381,2.0,130.0,292.15
382,2.0,130.0,292.15
383,2.0,132.0,292.15
384,2.0,132.0,292.15
385,2.0,132.0,292.15
386,2.0,132.0,292.15
387,2.0,132.0,292.15
388,2.0,132.0,292.15
389,2.0,134.0,291.15
390,2.0,134.0,291.15
391,2.0,134.0,291.15
392,2.0,134.0,290.15
393,2.0,134.0,290.15
394,2.0,134.0,290.15
395,2.0,139.0,290.15
396,2.0,139.0,289.15
397,2.0,139.0,289.15
398,2.0,139.0,289.15
399,2.0,139.0,289.15
400,2.0,139.0,288.15
401,2.0,139.0,288.15
402,2.0,153.0,288.15
403,2.0,153.0,288.15
404,2.0,153.0,288.15
405,2.0,153.0,288.15
406,2.0,153.0,288.15
407,2.0,172.0,288.15
408,2.0,172.0,288.15
409,2.0,172.0,288.15
410,2.0,172.0,288.15
411,2.0,172.0,288.15
412,2.0,172.0,288.15
413,2.0,188.0,288.15
414,2.0,188.0,288.15
415,2.0,188.0,288.15
416,3.0,188.0,288.15
417,2.0,188.0,288.15
418,2.0,188.0,288.15
419,2.0,193.0,288.15
420,2.0,193.0,287.65
421,2.0,193.0,287.15
422,2.0,193.0,287.15
423,2.0,193.0,287.15
424,2.0,193.0,287.15
425,2.0,192.0,287.15
426,2.0,192.0,287.15
427,2.0,192.0,287.15
428,2.0,192.0,287.15
429,2.0,192.0,287.15
430,2.0,192.0,287.15
431,2.0,187.0,286.65
432,2.0,187.0,286.15
433,2.0,187.0,286.15
434,2.0,187.0,286.15
435,2.0,187.0,286.15
436,2.0,187.0,286.15
437,2.0,192.0,286.15
438,2.0,192.0,286.15
439,2.0,192.0,286.15
440,2.0,192.0,286.15
441,2.0,192.0,286.15
442,2.0,192.0,286.15
443,2.0,202.0,286.15
444,2.0,202.0,286.15
445,2.0,202.0,286.15
446,2.0,202.0,286.15
447,2.0,202.0,286.15
448,2.0,202.0,286.15
449,2.0,202.0,286.15
450,2.0,202.0,286.15
451,2.0,202.0,286.15
452,2.0,202.0,286.15
453,2.0,202.0,285.15
454,2.0,202.0,285.15
455,8.0,202.0,285.15
456,8.0,202.0,285.15
457,4.0,202.0,285.15
458,4.0,202.0,285.15
459,4.0,202.0,285.15
460,4.0,202.0,285.15
461,4.0,202.0,285.15
462,4.0,202.0,285.15
463,4.0,206.0,285.15
464,4.0,206.0,284.65
465,4.0,206.0,284.15
466,4.0,206.0,284.15
467,4.0,212.0,284.65
468,4.0,212.0,285.15
469,4.0,212.0,285.15
470,8.0,212.0,285.15
471,4.0,212.0,285.15
472,4.0,212.0,285.15
473,4.0,212.0,285.15
474,4.0,212.0,284.15
475,8.0,212.0,284.15
476,8.0,212.0,284.15
477,8.0,212.0,284.15
478,8.0,206.0,284.15
479,8.0,208.0,284.15
480,8.0,208.0,284.15
481,8.0,208.0,284.15
482,8.0,208.0,284.65
483,8.0,208.0,285.15
484,8.0,208.0,285.15
485,8.0,209.0,285.15
486,8.0,209.0,285.15
487,8.0,209.0,285.15
488,4.0,209.0,285.15
489,8.0,209.0,285.15
490,8.0,209.0,285.15
491,8.0,202.0,285.15
492,8.0,202.0,285.15
493,4.0,202.0,285.15
494,4.0,202.0,285.15
495,4.0,202.0,285.15
496,4.0,202.0,285.15
497,4.0,205.0,285.15
498,4.0,205.0,285.15
499,4.0,205.0,285.15
500,4.0,205.0,285.15
501,4.0,205.0,285.15
502,4.0,205.0,286.15
503,4.0,219.0,286.15
504,4.0,219.0,286.15
505,4.0,219.0,285.65
506,4.0,219.0,285.15
507,4.0,219.0,285.15
508,4.0,219.0,285.15
509,4.0,219.0,285.15
510,4.0,217.0,285.15
511,4.0,217.0,285.15
512,4.0,217.0,285.15
513,4.0,217.0,285.15
514,4.0,217.0,285.15
515,4.0,222.0,285.15
516,4.0,222.0,285.15
517,4.0,222.0,285.15
518,4.0,222.0,285.15
519,4.0,222.0,285.15
520,4.0,222.0,285.15
521,4.0,228.0,286.15
522,4.0,228.0,285.15
523,4.0,228.0,285.15
524,4.0,228.0,285.15
525,4.0,228.0,285.15
526,4.0,228.0,285.15
527,4.0,237.0,285.15
528,4.0,237.0,285.15
529,4.0,237.0,286.15
530,4.0,237.0,286.15
531,4.0,237.0,285.65
532,4.0,237.0,285.15
533,4.0,237.0,285.15
534,4.0,237.0,285.15
535,4.0,234.0,285.15
536,4.0,234.0,285.15
537,4.0,234.0,285.15
538,4.0,234.0,285.15
539,4.0,234.0,285.15
540,4.0,241.0,285.15
541,3.0,241.0,285.15
542,3.0,241.0,285.15
543,4.0,241.0,285.15
544,4.0,241.0,285.15
545,4.0,226.0,285.15
546,4.0,226.0,285.15
547,8.0,226.0,285.15
548,8.0,226.0,285.15
549,8.0,226.0,285.15
550,8.0,226.0,285.15
551,8.0,211.0,285.15
552,8.0,211.0,285.15
553,8.0,211.0,285.15
554,8.0,211.0,285.15
555,4.0,211.0,285.15
556,4.0,211.0,285.15
557,4.0,211.0,285.15
558,4.0,211.0,285.15
559,4.0,211.0,285.15
560,3.0,211.0,285.15
561,4.0,211.0,285.15
562,4.0,194.0,285.15
563,4.0,194.0,285.15
564,4.0,194.0,285.15
565,4.0,194.0,285.15
566,4.0,194.0,285.15
567,4.0,194.0,285.15
568,4.0,176.0,285.15
569,4.0,176.0,285.15
570,4.0,176.0,285.15
571,4.0,176.0,285.15
572,4.0,176.0,285.15
573,4.0,176.0,285.15
574,4.0,172.0,285.15
575,4.0,172.0,285.15
576,4.0,170.0,285.15
577,4.0,170.0,285.15
578,8.0,170.0,285.15
579,4.0,170.0,285.15
580,4.0,170.0,285.15
581,4.0,165.0,285.15
582,8.0,165.0,285.15
583,8.0,165.0,285.15
584,8.0,165.0,285.15
585,8.0,165.0,285.15
586,8.0,165.0,284.15
587,8.0,159.0,284.15
588,8.0,159.0,284.15
589,8.0,159.0,284.15
590,8.0,159.0,284.15
591,8.0,159.0,284.15
592,8.0,159.0,284.15
593,8.0,159.0,284.15
594,8.0,148.0,284.15
595,8.0,148.0,284.15
596,4.0,148.0,284.15
597,8.0,148.0,284.15
598,8.0,148.0,284.15
599,8.0,139.0,284.15
600,8.0,139.0,284.15
601,4.0,139.0,284.15
602,4.0,139.0,284.15
603,4.0,139.0,284.15
604,4.0,139.0,284.15
605,4.0,139.0,284.15
606,4.0,139.0,284.15
607,4.0,139.0,284.15
608,4.0,139.0,284.15
609,4.0,139.0,284.15
610,4.0,127.0,284.15
611,4.0,127.0,284.15
612,4.0,127.0,284.15
613,4.0,117.0,284.15
614,4.0,117.0,284.15
615,4.0,117.0,284.15
616,4.0,117.0,283.65
617,4.0,88.0,283.15
618,4.0,88.0,283.15
619,4.0,88.0,283.15
620,4.0,88.0,283.15
621,4.0,88.0,283.15
622,4.0,88.0,283.15
623,4.0,57.0,283.15
624,4.0,57.0,283.15
625,4.0,57.0,283.15
626,4.0,57.0,283.15
627,4.0,57.0,283.15
628,4.0,57.0,283.15
629,4.0,32.0,282.65
630,4.0,32.0,282.15
631,4.0,32.0,282.15
632,3.0,32.0,282.15
633,4.0,32.0,282.15
634,4.0,32.0,282.15
635,4.0,29.0,282.15
636,4.0,29.0,282.15
637,4.0,29.0,282.15
638,4.0,29.0,282.15
639,4.0,29.0,282.15
640,4.0,29.0,282.15
641,4.0,26.0,282.15
642,4.0,26.0,282.15
643,4.0,26.0,282.15
644,4.0,26.0,281.15
645,4.0,26.0,281.15
646,4.0,26.0,281.15
647,4.0,30.0,281.15
648,4.0,30.0,281.15
649,4.0,30.0,281.15
650,4.0,30.0,281.15
651,4.0,30.0,281.15
652,4.0,30.0,281.15
653,4.0,31.0,281.15
654,4.0,31.0,281.15
655,4.0,31.0,281.15
656,4.0,31.0,281.15
657,4.0,31.0,281.15
658,4.0,31.0,281.15
659,4.0,34.0,281.15
660,4.0,34.0,281.15
661,4.0,34.0,281.15
662,4.0,34.0,281.15
663,4.0,34.0,281.15
664,4.0,34.0,281.15
665,4.0,38.0,281.15
666,4.0,38.0,281.15
667,4.0,38.0,281.15
668,4.0,38.0,281.15
669,4.0,38.0,281.15
670,4.0,38.0,281.15
671,4.0,39.0,281.15
672,4.0,39.0,281.15
673,4.0,39.0,281.15
674,4.0,39.0,281.15
675,4.0,39.0,281.15
676,4.0,39.0,281.15
677,4.0,39.0,281.15
678,4.0,40.0,281.15
679,4.0,40.0,281.15
680,4.0,40.0,281.15
681,4.0,40.0,281.15
682,4.0,40.0,281.15
683,4.0,42.0,281.15
684,4.0,42.0,281.15
685,4.0,42.0,281.15
686,4.0,42.0,281.15
687,4.0,42.0,281.15
688,4.0,42.0,281.15
689,4.0,44.0,281.15
690,4.0,44.0,281.15
691,4.0,44.0,281.15
692,4.0,44.0,281.15
693,4.0,44.0,281.15
694,4.0,44.0,281.15
695,4.0,46.0,281.15
696,4.0,46.0,281.15
697,4.0,46.0,281.15
698,4.0,46.0,281.15
699,4.0,46.0,281.15
700,4.0,46.0,281.15
701,4.0,48.0,281.15
702,4.0,48.0,281.15
703,4.0,48.0,281.15
704,4.0,48.0,281.15
705,4.0,48.0,281.15
706,4.0,48.0,281.15
707,4.0,48.0,281.15
708,4.0,48.0,281.15
709,4.0,48.0,281.15
710,4.0,48.0,281.15
711,4.0,48.0,281.15
712,4.0,52.0,281.15
713,4.0,52.0,281.15
714,4.0,52.0,281.15
715,4.0,52.0,281.15
716,4.0,52.0,281.15
717,4.0,52.0,281.15
718,4.0,55.0,281.15
719,4.0,53.0,281.15
720,4.0,53.0,281.15
721,4.0,53.0,281.15
722,4.0,53.0,281.15
723,4.0,53.0,281.15
724,4.0,53.0,281.15
725,4.0,56.0,281.15
726,8.0,56.0,281.15
727,8.0,56.0,281.15
728,8.0,56.0,281.15
729,8.0,56.0,281.15
730,8.0,56.0,281.15
731,3.0,55.0,281.15
732,3.0,55.0,281.15
733,3.0,55.0,281.15
734,3.0,55.0,281.15
735,3.0,55.0,281.15
736,3.0,55.0,281.15
737,3.0,55.0,281.15
738,3.0,45.0,281.15
739,3.0,45.0,280.65
740,4.0,45.0,280.15
741,3.0,45.0,280.15
742,3.0,45.0,280.15
743,3.0,42.0,280.15
744,3.0,42.0,280.15
745,4.0,42.0,280.15
746,4.0,42.0,280.15
747,4.0,42.0,280.15
748,4.0,42.0,280.15
749,4.0,42.0,280.15
750,4.0,42.0,280.15
751,4.0,42.0,280.15
752,4.0,42.0,280.15
753,4.0,42.0,280.15
754,4.0,42.0,280.15
755,4.0,46.0,280.15
756,4.0,46.0,280.15
757,4.0,46.0,280.15
758,4.0,46.0,280.15
759,4.0,46.0,280.15
760,4.0,46.0,280.15
761,4.0,50.0,280.15
762,4.0,50.0,280.15
763,4.0,50.0,280.15
764,4.0,50.0,280.15
765,4.0,50.0,280.15
766,4.0,50.0,280.15
767,4.0,55.0,280.15
768,4.0,55.0,280.15
769,4.0,55.0,280.15
770,4.0,55.0,280.15
771,4.0,55.0,280.15
772,4.0,55.0,280.15
773,4.0,54.0,280.15
774,4.0,54.0,280.15
775,4.0,54.0,280.15
776,4.0,54.0,280.15
777,4.0,54.0,280.15
778,4.0,54.0,280.15
779,4.0,54.0,280.15
780,4.0,54.0,280.15
781,4.0,54.0,280.15
782,4.0,54.0,280.15
783,4.0,54.0,280.15
784,4.0,54.0,280.15
785,4.0,59.0,280.15
786,4.0,59.0,280.15
787,4.0,59.0,280.15
788,4.0,59.0,281.15
789,4.0,59.0,281.15
790,4.0,59.0,281.15
791,4.0,64.0,281.15
792,4.0,64.0,280.65
793,4.0,64.0,280.15
794,4.0,64.0,280.15
795,4.0,64.0,280.15
796,4.0,64.0,280.15
797,4.0,68.0,280.15
798,4.0,68.0,280.15
799,4.0,68.0,280.15
800,4.0,68.0,280.15
801,4.0,68.0,280.15
802,4.0,68.0,280.65
803,4.0,66.0,281.15
804,4.0,66.0,281.15
805,4.0,66.0,281.15
806,4.0,66.0,281.15
807,4.0,66.0,281.15
808,4.0,66.0,281.15
809,4.0,69.0,281.15
810,4.0,69.0,281.15
811,4.0,69.0,281.15
812,3.0,69.0,281.15
